Geography,Timeframe,Current Year Week Ending,Type,ASP Current Year,Total Bulk and Bags Units,4046 Units,4225 Units,4770 Units,TotalBagged Units,SmlBagged Units,LrgBagged Units,X-LrgBagged Units
Grand Rapids,Weekly,12/15/2019 0:00,Conventional ,1.31,158148.88,4024.42,50329.52,37803.5,65991.44,54379.64,4104.06,7507.74
Grand Rapids,Weekly,12/8/2019 0:00,Conventional ,1.31,193557.73,4152.62,83077.89,64091.14,42236.08,24802.52,6358.67,11074.89
Grand Rapids,Weekly,12/29/2019 0:00,Organic,1.29,4972.46,8.47,1057.65,0,3906.34,3765.14,141.2,0
Grand Rapids,Weekly,12/22/2019 0:00,Organic,1.24,5336.78,8.52,927.25,0,4401.01,4348.94,52.07,0
Grand Rapids,Weekly,12/15/2019 0:00,Organic,1.27,4982.48,27.13,975.32,0,3980.03,3980.03,0,0
Grand Rapids,Weekly,12/8/2019 0:00,Organic,1.27,6083.19,18.83,831.54,0,5232.82,5232.82,0,0
Grand Rapids,Weekly,1/26/2020 0:00,Conventional ,1.05,218922.97,5116.95,42352.16,41156.05,130297.81,116732.28,5589.27,7976.26
Grand Rapids,Weekly,1/19/2020 0:00,Conventional ,1.14,247192.6,4615.63,84297.77,104035.36,54243.84,26839.12,5649.69,21755.03
Grand Rapids,Weekly,1/12/2020 0:00,Conventional ,1.43,183161.26,5848.55,64138.62,49148.25,64025.84,48216.69,6114.16,9694.99
Grand Rapids,Weekly,1/5/2020 0:00,Conventional ,1.13,220500.51,4684.77,83359.2,84719.36,47737.18,27827.45,4958.43,14951.3
Grand Rapids,Weekly,1/26/2020 0:00,Organic,0.85,17958.91,14.12,1081.36,0,16863.43,16857.16,6.27,0
Grand Rapids,Weekly,1/19/2020 0:00,Organic,1.26,6001.24,2,992.33,0,5006.91,4914.64,92.27,0
Grand Rapids,Weekly,1/12/2020 0:00,Organic,1.24,8352.56,10.87,1585.57,0,6756.12,6712.27,43.85,0
Grand Rapids,Weekly,1/5/2020 0:00,Organic,1.26,8158.28,11.46,2190.09,0,5956.73,5878.39,78.34,0
Great Lakes,Weekly,1/7/2019 0:00,Conventional,1,4526121.95,953487.99,1176050.61,364915.05,2031668.3,1564128.36,398894,68645.94
Great Lakes,Weekly,1/7/2019 0:00,Organic,1.21,298675.32,6440.64,43197.04,3.1,249030.76,225228.71,23802.05,0
Great Lakes,Weekly,1/13/2019 0:00,Conventional,0.97,4539448.43,1004154.8,1049901.7,234362.3,2251029.63,1781046.01,418020.26,51963.36
Great Lakes,Weekly,1/13/2019 0:00,Organic,1.29,258004.82,7504.59,32614.9,1.54,217871.02,204903.88,12967.14,0
Great Lakes,Weekly,1/20/2019 0:00,Conventional,0.94,5422420.84,872090.82,1582994.15,684106.43,2283229.44,1729168.41,396976.08,157084.95
Great Lakes,Weekly,1/20/2019 0:00,Organic,1.48,225571.32,7416.85,29423.54,4.63,188713.12,158243.49,30469.63,0
Great Lakes,Weekly,1/27/2019 0:00,Conventional,1.17,3539935.21,626603.66,1009441.48,245856.51,1658033.56,1266134.44,316058.29,75840.83
Great Lakes,Weekly,1/27/2019 0:00,Organic,1.44,204692.18,5748.52,24575.39,0,174346.17,143882.48,30463.69,0
Great Lakes,Weekly,2/3/2019 0:00,Conventional,0.8,6230039.32,1280690.33,1918122.43,684819.18,2346407.38,1691230.21,524746.97,130430.2
Great Lakes,Weekly,2/3/2019 0:00,Organic,1.22,246554.95,5005.81,28907.13,1.53,212622.65,159826.89,52795.76,0
Great Lakes,Weekly,2/10/2019 0:00,Conventional,0.91,4362363.79,911553.08,1102944.02,253751.75,2094114.94,1677651.59,354794.65,61668.7
Great Lakes,Weekly,2/10/2019 0:00,Organic,1.25,225395.1,4172.28,26862.59,0,194337.79,167908.65,26429.14,0
Great Lakes,Weekly,2/17/2019 0:00,Conventional,0.96,4324180.62,608578.6,1355703.94,600259.23,1759638.85,1261039.29,364760.81,133838.75
Great Lakes,Weekly,2/17/2019 0:00,Organic,1.39,187427.14,3888.35,23778.06,0,159634.03,137312.29,22321.74,0
Great Lakes,Weekly,2/24/2019 0:00,Conventional,1.05,4073534.93,668126.69,1190746.19,343941.16,1870720.89,1396615.27,378507.17,95598.45
Great Lakes,Weekly,2/24/2019 0:00,Organic,1.45,210119.75,3682.03,30393.05,0,175723.68,141496.04,34227.64,0
Great Lakes,Weekly,3/3/2019 0:00,Conventional,0.96,4461051.55,878105.21,1018946.8,220259.53,2343740.01,1832726.02,456528.86,54485.13
Great Lakes,Weekly,3/3/2019 0:00,Organic,1.38,227228.3,3739,50472.59,0,172883.95,143012.11,29871.84,0
Great Lakes,Weekly,3/10/2019 0:00,Conventional,0.96,4436603.35,889436.05,1071169.92,232435.81,2243561.57,1731656.81,454285.31,57619.45
Great Lakes,Weekly,3/10/2019 0:00,Organic,1.35,201880.72,3904.66,28390.29,0,169513.8,142931.4,26582.4,0
Great Lakes,Weekly,3/17/2019 0:00,Conventional,0.95,5079610.05,722556.02,1583438.48,672377.94,2101237.61,1446699.77,519710.07,134827.77
Great Lakes,Weekly,3/17/2019 0:00,Organic,1.39,168395.28,4610.55,27617.3,0,136065.31,123240.02,12825.29,0
Great Lakes,Weekly,3/24/2019 0:00,Conventional,0.97,4470659.52,863601.75,1058007.35,233518,2315532.42,1720523.61,559696.4,35312.41
Great Lakes,Weekly,3/24/2019 0:00,Organic,1.33,172190.2,4898.87,29951.59,0,137283.19,119852.59,17430.6,0
Great Lakes,Weekly,3/31/2019 0:00,Conventional ,1.01,4092221.26,803444.64,1079366.48,224141.4,1985268.74,1340542,603358.54,41368.2
Great Lakes,Weekly,3/31/2019 0:00,Organic,1.39,167137.82,3586.12,32297.67,0,131153.54,96942.15,34211.39,0
Great Lakes,Weekly,4/7/2019 0:00,Conventional ,0.99,4951069.86,734915.93,1631217.91,656543.15,1928392.87,1221982.04,597170.85,109239.98
Great Lakes,Weekly,4/7/2019 0:00,Organic,1.51,155162.46,6162.15,27519.06,0,121100.48,102507.17,18593.31,0
Great Lakes,Weekly,4/14/2019 0:00,Conventional ,1.06,4388964.77,861269.87,1013386.23,253903.76,2260404.91,1671777.87,553675.93,34951.11
Great Lakes,Weekly,4/14/2019 0:00,Organic,1.45,164614.15,4837.67,33239.49,0,126244.14,116411.26,9832.88,0
Great Lakes,Weekly,4/21/2019 0:00,Conventional ,1.23,3945735.18,723517.28,934109.58,282826.39,2005281.93,1427711.1,519055.13,58515.7
Great Lakes,Weekly,4/21/2019 0:00,Organic,1.67,155782.46,4934.79,34343.39,0,116445.3,102063.28,14382.02,0
Great Lakes,Weekly,4/28/2019 0:00,Conventional ,1.42,3132985.45,551264.21,907692.9,242184.5,1431843.84,948721.1,441379.57,41743.17
Great Lakes,Weekly,4/28/2019 0:00,Organic,1.89,139158.39,4680.93,20505.72,0,113937.3,90459.7,23477.6,0
Great Lakes,Weekly,5/5/2019 0:00,Conventional ,1.22,4642059.58,962732.22,1228636.81,298306.81,2152383.74,1521724.13,552566.29,78093.32
Great Lakes,Weekly,5/5/2019 0:00,Organic,1.88,143787.79,4432.61,23459.46,0,115796.95,96766.57,19030.38,0
Great Lakes,Weekly,5/12/2019 0:00,Conventional ,1.24,4194506.93,765932.46,1062934.21,273748.07,2091892.19,1362432.21,680729.18,48730.8
Great Lakes,Weekly,5/12/2019 0:00,Organic,1.85,159404.65,3677.07,21710.23,0,133992.14,110535.37,23456.77,0
Great Lakes,Weekly,5/19/2019 0:00,Conventional ,1.37,3743164.21,539069.02,1043077.73,358154.59,1802862.87,1141744.81,606437.54,54680.52
Great Lakes,Weekly,5/19/2019 0:00,Organic,1.84,163175.16,3727.87,24834.05,0,134537.66,123144.07,11393.59,0
Great Lakes,Weekly,5/26/2019 0:00,Conventional ,1.38,3945802.27,664400.35,992408.41,285005.85,2003987.66,1275624.98,673007.91,55354.77
Great Lakes,Weekly,5/26/2019 0:00,Organic,1.65,229792.38,4726.55,26198.73,0,198513.15,170320.09,28193.06,0
Great Lakes,Weekly,6/2/2019 0:00,Conventional ,1.16,4793215.59,900214.58,1059327.48,382341.53,2451332,1611468.51,768567.31,71296.18
Great Lakes,Weekly,6/2/2019 0:00,Organic,1.26,295013.05,3737.23,23752.59,0,267342.37,223318.77,44023.6,0
Great Lakes,Weekly,6/9/2019 0:00,Conventional ,1.14,4415255.33,865240.17,806054.58,217730.35,2526230.23,1468790.9,999807.62,57631.71
Great Lakes,Weekly,6/9/2019 0:00,Organic,1.42,220587.67,3361.53,22563.13,0,194455.16,150164.22,44290.94,0
Great Lakes,Weekly,6/16/2019 0:00,Conventional ,1.35,3762115.35,625321.95,792338.52,238698.06,2105756.82,1383683.2,658582.57,63491.05
Great Lakes,Weekly,6/16/2019 0:00,Organic,1.61,203523.25,3567.68,22223.18,28.24,177522.67,161116.62,16406.05,0
Great Lakes,Weekly,7/14/2019 0:00,Conventional ,1.54,3277270.61,515354.49,772016.61,253114.11,1736785.4,1227089.75,396520.98,113174.67
Great Lakes,Weekly,7/7/2019 0:00,Conventional ,1.49,3916420.14,603733.07,1064890.88,369546.48,1878249.71,1280415.51,452674.5,145159.7
Great Lakes,Weekly,6/30/2019 0:00,Conventional ,1.44,3664094.77,601641.14,880723.11,293977.43,1887753.09,1234085.51,536548.83,117118.75
Great Lakes,Weekly,6/23/2019 0:00,Conventional ,1.41,3379107.85,574599.02,859450.16,213598.4,1731460.27,1124094.37,507592.29,99773.61
Great Lakes,Weekly,7/14/2019 0:00,Organic,1.95,184774.54,3933.51,19476.5,0,161274.95,87999.05,73275.9,0
Great Lakes,Weekly,7/7/2019 0:00,Organic,2.02,188668.13,3805.85,24244.04,7.78,160599.7,105875.47,54724.23,0
Great Lakes,Weekly,6/30/2019 0:00,Organic,1.79,216304.76,3756.94,26389.42,0,186158.4,151504.82,34653.58,0
Great Lakes,Weekly,6/23/2019 0:00,Organic,1.73,179380.34,3573.44,19970.85,0,155701.19,141368.71,14332.48,0
Great Lakes,Weekly,7/21/2019 0:00,Conventional ,1.6,3260663.12,492191.43,862759.11,351425.94,1554286.64,992505.17,414309.6,147471.87
Great Lakes,Weekly,7/21/2019 0:00,Organic,2.04,161120.08,3993.28,20884.21,3.13,136201.59,82771.4,53430.19,0
Great Lakes,Weekly,7/28/2019 0:00,Conventional ,1.61,3401075.62,460093.46,935226.61,350870.1,1654885.45,907680.43,552176.15,195028.87
Great Lakes,Weekly,7/28/2019 0:00,Organic,2,137522.44,3455.26,18720.86,3.15,115244.44,92112.66,23131.78,0
Great Lakes,Weekly,8/4/2019 0:00,Conventional ,1.57,3218100.17,540996.86,784806.4,231159.15,1661137.76,972711.54,550783.1,137643.12
Great Lakes,Weekly,8/4/2019 0:00,Organic,2.04,144484.67,3955.86,18434.7,1.57,122013.6,93152.75,28860.85,0
Great Lakes,Weekly,8/11/2019 0:00,Conventional ,1.47,3618208,519755.33,931997.3,350389.93,1816065.44,1019242.4,615267.62,181555.42
Great Lakes,Weekly,8/11/2019 0:00,Organic,1.98,126785.96,4116.74,17131.28,0,105501.58,86763.37,18738.21,0
Great Lakes,Weekly,9/8/2019 0:00,Conventional ,1.09,4507966,771965.51,1030269.99,375465.43,2330265.07,1655814.46,535087.4,139363.21
Great Lakes,Weekly,9/1/2019 0:00,Conventional ,1.22,4062942.69,695232.68,1029647.22,212777.59,2125285.2,1400728.23,602275.53,122281.44
Great Lakes,Weekly,8/25/2019 0:00,Conventional ,1.3,3888858.29,670780.07,839577.21,295924.45,2082576.56,1198834.77,721793.71,161948.08
Great Lakes,Weekly,8/18/2019 0:00,Conventional ,1.32,3695901.07,700405.49,758471.4,214782.93,2022241.25,1215621.25,675637.55,130982.45
Great Lakes,Weekly,9/8/2019 0:00,Organic,1.2,277726.07,5883.79,17639.6,1.57,254165.7,229892.56,24273.14,0
Great Lakes,Weekly,9/1/2019 0:00,Organic,1.46,193537.67,5164.71,15208.46,0,173145.14,162608.18,10536.96,0
Great Lakes,Weekly,8/25/2019 0:00,Organic,1.41,181260.82,4554.65,13810.11,0,162826.24,154153.81,8672.43,0
Great Lakes,Weekly,8/18/2019 0:00,Organic,1.25,295410.95,4491,14973.79,0,275946.16,261595.72,14350.44,0
Great Lakes,Weekly,10/6/2019 0:00,Conventional ,1.19,3832024.24,600556.14,972175.1,407567.47,1851725.53,1311374.67,460728.24,79622.62
Great Lakes,Weekly,9/29/2019 0:00,Conventional ,1.09,4179392.06,780825.52,911252.7,198310.58,2289003.26,1548053.12,700701.48,40248.66
Great Lakes,Weekly,9/22/2019 0:00,Conventional ,1.21,3499439.43,659028.99,772406.05,190163.67,1877840.72,1259899.81,552973.32,64967.59
Great Lakes,Weekly,9/15/2019 0:00,Conventional ,1.2,3547126.77,682875.86,734772.16,178953.64,1950525.11,1409407.23,469170.25,71947.63
Great Lakes,Weekly,10/6/2019 0:00,Organic,1.47,233343.36,3986.35,16127.44,0,213158.6,186023.45,27135.15,0
Great Lakes,Weekly,9/29/2019 0:00,Organic,1.52,177577.02,5191.18,12319.21,0,160045.53,141558.18,18487.35,0
Great Lakes,Weekly,9/22/2019 0:00,Organic,1.3,270095.95,4140.57,13922.33,0,252007.77,233299.31,18708.46,0
Great Lakes,Weekly,9/15/2019 0:00,Organic,1.29,230416.27,5274.23,15312.55,7.86,209795.81,199557.04,10238.77,0
Great Lakes,Weekly,11/3/2019 0:00,Conventional ,1.06,3487222.63,737273.16,684732.1,201443.02,1863774.35,1476102.46,359990.12,27681.77
Great Lakes,Weekly,10/27/2019 0:00,Conventional ,1,3983205.46,859014.38,818386.74,207235.27,2098569.07,1586040.58,485039.46,27489.03
Great Lakes,Weekly,10/20/2019 0:00,Conventional ,1.17,3477055.49,602276.4,825394.25,310779.44,1738605.4,1190501.09,495470.29,52634.02
Great Lakes,Weekly,10/13/2019 0:00,Conventional ,1.17,3246628.67,602656.8,647928.51,203782.44,1792260.92,1334081.84,418259.66,39919.42
Great Lakes,Weekly,11/3/2019 0:00,Organic,1,338252.71,5556.71,24354.02,0,308238.8,295641.56,12597.24,0
Great Lakes,Weekly,10/27/2019 0:00,Organic,0.93,373404.77,5787.68,24679.4,37.98,342873.82,339168.92,3704.9,0
Great Lakes,Weekly,10/20/2019 0:00,Organic,1.12,284248.13,4447.71,19073.59,58.42,260610.2,255464.81,5145.39,0
Great Lakes,Weekly,10/13/2019 0:00,Organic,1.25,275392.63,3973.65,21159.9,0,250134.05,238498.56,11635.49,0
Great Lakes,Weekly,12/1/2019 0:00,Conventional ,1.07,2996501,627679,498194,201333,1669296,1270676,370202,28418
Great Lakes,Weekly,11/24/2019 0:00,Conventional ,1.13,3156445,577113,590490,268815,1720027,1321933,353172,44922
Great Lakes,Weekly,11/17/2019 0:00,Conventional ,1.09,3490186,662810,586216,206967,2034194,1642446,355033,36715
Great Lakes,Weekly,11/10/2019 0:00,Conventional ,0.92,4311648,710915,1212272,293191,2095271,1510510,542343,42418
Great Lakes,Weekly,12/1/2019 0:00,Organic,1.12,202297,4152,18717,0,179391,162442,16949,0
Great Lakes,Weekly,11/24/2019 0:00,Organic,1.33,176154,4965,17305,0,153729,141167,12562,0
Great Lakes,Weekly,11/17/2019 0:00,Organic,1.37,212517,6320,21353,0,184767,164968,19799,0
Great Lakes,Weekly,11/10/2019 0:00,Organic,1.28,249657,5224,19579,0,224752,204384,20368,0
Great Lakes,Weekly,12/29/2019 0:00,Conventional ,0.9,3598053.94,863432.47,676889.31,205478.92,1852253.24,1296008.74,523416.09,32828.41
Great Lakes,Weekly,12/22/2019 0:00,Conventional ,1.06,3234931.13,648638.64,711511.52,278979.94,1595801.03,1045978.72,506820.31,43002
Great Lakes,Weekly,12/15/2019 0:00,Conventional ,1.08,3147477.45,625235.21,566894.37,200751.07,1754596.8,1338886.03,385424.78,30285.99
Great Lakes,Weekly,12/8/2019 0:00,Conventional ,0.87,4611831.19,848191.69,1093301.17,304240.9,2366097.43,1744680.16,580215.49,41201.78
Great Lakes,Weekly,12/29/2019 0:00,Organic,0.97,338732.34,5145.62,28196.41,0,305325.27,274075.29,31249.98,0
Great Lakes,Weekly,12/22/2019 0:00,Organic,1.37,212805.13,4885.34,20360.01,0,187511.05,165718.61,21792.44,0
Great Lakes,Weekly,12/15/2019 0:00,Organic,1.45,138391.8,5137.61,17877.59,0,115342.17,106162.7,9179.47,0
Great Lakes,Weekly,12/8/2019 0:00,Organic,1.13,192511.83,7419.3,23747.13,0,161331.02,149027.34,12303.68,0
Great Lakes,Weekly,1/26/2020 0:00,Conventional ,0.99,4416435.78,760788.49,685319.62,205299.16,2765028.51,2043371.53,682694.51,38962.47
Great Lakes,Weekly,1/19/2020 0:00,Conventional ,0.91,4936833.2,904418.57,1159011.14,493120.76,2380282.73,1680235.9,623997.36,76049.47
Great Lakes,Weekly,1/12/2020 0:00,Conventional ,0.93,4726454.07,981127.81,673015.44,241973.86,2830336.96,2166106.07,617586.29,46644.6
Great Lakes,Weekly,1/5/2020 0:00,Conventional ,0.89,4498529.52,949568.49,880856.09,370879.95,2297224.99,1581935.33,668199.79,47089.87
Great Lakes,Weekly,1/26/2020 0:00,Organic,1.16,237532.71,4135.7,17574.93,0,215806.89,184643,31163.89,0
Great Lakes,Weekly,1/19/2020 0:00,Organic,1.18,280264.36,8031.67,23300.86,78.76,248798.3,203024.91,45773.39,0
Great Lakes,Weekly,1/12/2020 0:00,Organic,1.34,300004.17,7315.27,35011.14,46.26,257602.48,190024.71,67577.77,0
Great Lakes,Weekly,1/5/2020 0:00,Organic,1.17,300121.53,6051.63,50497.61,0,243537.01,176156.83,67380.18,0
Harrisburg/Scranton,Weekly,1/7/2019 0:00,Conventional,1.02,379285.32,66988.09,224761.57,513.62,87022.04,82104.22,4911.15,6.67
Harrisburg/Scranton,Weekly,1/7/2019 0:00,Organic,1.17,24102.28,273.94,402.16,0,23426.18,23426.18,0,0
Harrisburg/Scranton,Weekly,1/13/2019 0:00,Conventional,0.97,357210.37,61894.49,181202.04,799.69,113314.15,110663.56,2647.26,3.33
Harrisburg/Scranton,Weekly,1/13/2019 0:00,Organic,1.16,28225.14,289.56,264.82,0,27670.76,27670.76,0,0
Harrisburg/Scranton,Weekly,1/20/2019 0:00,Conventional,1.05,397799.74,72127.13,180480.32,919.6,144272.69,140325.05,3940.97,6.67
Harrisburg/Scranton,Weekly,1/20/2019 0:00,Organic,1.21,25830.16,360.46,282.48,0,25187.22,25187.22,0,0
Harrisburg/Scranton,Weekly,1/27/2019 0:00,Conventional,1.08,318457.86,62410.32,157774.7,514.32,97758.52,90557.21,7201.31,0
Harrisburg/Scranton,Weekly,1/27/2019 0:00,Organic,1.15,26197.45,2412.93,382.51,0,23402.01,23373.43,28.58,0
Harrisburg/Scranton,Weekly,2/3/2019 0:00,Conventional,1.06,392351.89,75803.62,200386.69,428.55,115733.03,104862.35,10864.01,6.67
Harrisburg/Scranton,Weekly,2/3/2019 0:00,Organic,1.14,24530.95,322.01,285.09,0,23923.85,23820.38,103.47,0
Harrisburg/Scranton,Weekly,2/10/2019 0:00,Conventional,0.92,433633.3,73717.47,253481.76,631.87,105802.2,93642.18,12156.69,3.33
Harrisburg/Scranton,Weekly,2/10/2019 0:00,Organic,1.09,25088.68,650.51,382.75,0,24055.42,24041.03,14.39,0
Harrisburg/Scranton,Weekly,2/17/2019 0:00,Conventional,1.06,330815.87,68266.32,162736.9,456.79,99355.86,87140.25,12195.61,20
Harrisburg/Scranton,Weekly,2/17/2019 0:00,Organic,1.17,20668.6,480.54,275.54,0,19912.52,19679.97,232.55,0
Harrisburg/Scranton,Weekly,2/24/2019 0:00,Conventional,1.06,359105.35,72329.73,180420.16,537.45,105818.01,93669.41,12145.27,3.33
Harrisburg/Scranton,Weekly,2/24/2019 0:00,Organic,1.19,22396.59,522.62,357.15,0,21516.82,21118.39,398.43,0
Harrisburg/Scranton,Weekly,3/3/2019 0:00,Conventional,1.07,356398.39,71041.55,170011.21,476.95,114868.68,102633.97,12214.71,20
Harrisburg/Scranton,Weekly,3/3/2019 0:00,Organic,1.18,25174.55,631.83,265.11,0,24277.61,23693.31,584.3,0
Harrisburg/Scranton,Weekly,3/10/2019 0:00,Conventional,1.05,360413.87,67935.6,187559.17,664.99,104254.11,89382.69,13399.2,1472.22
Harrisburg/Scranton,Weekly,3/10/2019 0:00,Organic,1.14,28615.21,298.49,333.91,0,27982.81,27551.29,431.52,0
Harrisburg/Scranton,Weekly,3/17/2019 0:00,Conventional,1.06,361993.49,69314.35,171039.44,593.55,121046.15,102275.65,18252.72,517.78
Harrisburg/Scranton,Weekly,3/17/2019 0:00,Organic,1.22,20449.13,719.25,285.93,0,19443.95,18999.18,444.77,0
Harrisburg/Scranton,Weekly,3/24/2019 0:00,Conventional,1.04,410010.54,68214.93,203055.84,894.28,137845.49,122114.98,15727.18,3.33
Harrisburg/Scranton,Weekly,3/24/2019 0:00,Organic,1.25,19337.37,173.91,306.63,0,18856.83,18431.76,425.07,0
Harrisburg/Scranton,Weekly,3/31/2019 0:00,Conventional ,1.04,366482.43,65338.03,175061.6,460.44,125622.36,112887.92,12734.44,0
Harrisburg/Scranton,Weekly,3/31/2019 0:00,Organic,1.31,18490.71,574.69,309.06,0,17606.96,16944.11,662.85,0
Harrisburg/Scranton,Weekly,4/7/2019 0:00,Conventional ,1.08,376168.33,69106.1,178829.76,765.79,127466.68,117204.17,10259.18,3.33
Harrisburg/Scranton,Weekly,4/7/2019 0:00,Organic,1.3,19777.56,872.14,446.18,0,18459.24,17207.05,1252.19,0
Harrisburg/Scranton,Weekly,4/14/2019 0:00,Conventional ,1.26,334662.06,66213.17,146771.87,560.46,121116.56,109811.53,11298.37,6.66
Harrisburg/Scranton,Weekly,4/14/2019 0:00,Organic,1.48,16562.9,1695.26,2213.38,0,12654.26,11757.27,896.99,0
Harrisburg/Scranton,Weekly,4/21/2019 0:00,Conventional ,1.29,351099.13,74564.01,143297.69,569.65,132667.78,120903.93,11643.85,120
Harrisburg/Scranton,Weekly,4/21/2019 0:00,Organic,1.81,12553.13,612.67,348.37,0,11592.09,10556.75,1035.34,0
Harrisburg/Scranton,Weekly,4/28/2019 0:00,Conventional ,1.36,308067.28,71864.84,116140.41,782.2,119279.83,109093.39,9243.1,943.34
Harrisburg/Scranton,Weekly,4/28/2019 0:00,Organic,1.76,7899.62,407.86,350.36,0,7141.4,4301.96,2839.44,0
Harrisburg/Scranton,Weekly,5/5/2019 0:00,Conventional ,1.38,349528.26,73212.69,148867.22,781.34,126667.01,112150.59,14289.76,226.66
Harrisburg/Scranton,Weekly,5/5/2019 0:00,Organic,1.68,8201.53,321.69,342.6,0,7537.24,4730.22,2807.02,0
Harrisburg/Scranton,Weekly,5/12/2019 0:00,Conventional ,1.32,403977.33,66378.37,193063.07,474.14,144061.75,128665.5,14429.58,966.67
Harrisburg/Scranton,Weekly,5/12/2019 0:00,Organic,1.44,14623.03,363.15,378.21,0,13881.67,11330.2,2551.47,0
Harrisburg/Scranton,Weekly,5/19/2019 0:00,Conventional ,1.26,345473.17,56586.96,141280.88,564.52,147040.81,129866.15,16277.99,896.67
Harrisburg/Scranton,Weekly,5/19/2019 0:00,Organic,1.62,6512.75,428.37,297.3,0,5787.08,5022.42,764.66,0
Harrisburg/Scranton,Weekly,5/26/2019 0:00,Conventional ,1.32,350545.53,53213.36,159577.09,583.41,137171.67,122332.76,11228.91,3610
Harrisburg/Scranton,Weekly,5/26/2019 0:00,Organic,1.4,11049.28,201.9,292.1,0,10555.28,10128.48,426.8,0
Harrisburg/Scranton,Weekly,6/2/2019 0:00,Conventional ,1.24,361578.76,60292.51,182958.12,512.24,117815.89,93970.26,10808.96,13036.67
Harrisburg/Scranton,Weekly,6/2/2019 0:00,Organic,1.51,12583.43,191.82,359.1,0,12032.51,9407.97,2624.54,0
Harrisburg/Scranton,Weekly,6/9/2019 0:00,Conventional ,1.18,368278.69,71323.73,186932.63,601.39,109420.94,78781.13,28803.14,1836.67
Harrisburg/Scranton,Weekly,6/9/2019 0:00,Organic,1.58,10403.52,283.02,339.32,0,9781.18,7463.66,2317.52,0
Harrisburg/Scranton,Weekly,6/16/2019 0:00,Conventional ,1.19,357007.05,66572.94,177771.16,452.69,112210.26,78189.7,33277.23,743.33
Harrisburg/Scranton,Weekly,6/16/2019 0:00,Organic,1.64,9673.27,241.93,399.56,0,9031.78,5661.65,3370.13,0
Harrisburg/Scranton,Weekly,7/14/2019 0:00,Conventional ,1,405036.91,56554.37,232957.4,352.85,115172.29,68392.61,42975.23,3804.45
Harrisburg/Scranton,Weekly,7/7/2019 0:00,Conventional ,1.21,374792.32,42209.48,209993.95,533.92,122054.97,76280.41,39148.1,6626.46
Harrisburg/Scranton,Weekly,6/30/2019 0:00,Conventional ,1.13,393939.23,44167.06,227079.17,986.66,121706.34,67379.85,51135.28,3191.21
Harrisburg/Scranton,Weekly,6/23/2019 0:00,Conventional ,1.21,357008.1,52509.02,186063.3,767.67,117668.11,71981.8,39971.74,5714.57
Harrisburg/Scranton,Weekly,7/14/2019 0:00,Organic,1.41,7851.69,201.49,384.81,0,7265.39,7245.39,20,0
Harrisburg/Scranton,Weekly,7/7/2019 0:00,Organic,1.47,8698.25,311.5,444.88,0,7941.87,7278.39,663.48,0
Harrisburg/Scranton,Weekly,6/30/2019 0:00,Organic,1.71,6948.13,203.98,293.52,0,6450.63,3914.25,2536.38,0
Harrisburg/Scranton,Weekly,6/23/2019 0:00,Organic,1.71,6194.98,270.38,364.75,0,5559.85,3166.37,2393.48,0
Harrisburg/Scranton,Weekly,7/21/2019 0:00,Conventional ,1.13,331171.91,65993.57,147705.8,348.39,117124.15,77961.42,34816.06,4346.67
Harrisburg/Scranton,Weekly,7/21/2019 0:00,Organic,1.38,8262.92,153.29,279.56,0,7830.07,7813.4,16.67,0
Harrisburg/Scranton,Weekly,7/28/2019 0:00,Conventional ,1.14,330508.82,57673.49,157173.92,1677.36,113984.05,82719.98,27416.58,3847.49
Harrisburg/Scranton,Weekly,7/28/2019 0:00,Organic,1.48,7729.23,216.66,372.88,0,7139.69,7139.69,0,0
Harrisburg/Scranton,Weekly,8/4/2019 0:00,Conventional ,1.16,328230.49,46910.51,158129.53,3025.29,120165.16,90333.75,25413.98,4417.43
Harrisburg/Scranton,Weekly,8/4/2019 0:00,Organic,1.65,7957.36,198.37,492.87,0,7266.12,6184.17,1081.95,0
Harrisburg/Scranton,Weekly,8/11/2019 0:00,Conventional ,1.13,347147.82,51037.04,161475.73,1760.21,132874.84,99382.24,29762.92,3729.68
Harrisburg/Scranton,Weekly,8/11/2019 0:00,Organic,1.61,9196.87,151.51,451.55,0,8593.81,6570.13,2023.68,0
Harrisburg/Scranton,Weekly,9/8/2019 0:00,Conventional ,1.26,309531.38,46817.69,163100.53,569.35,99043.81,89961.81,7227.55,1854.45
Harrisburg/Scranton,Weekly,9/1/2019 0:00,Conventional ,1.22,313405.75,46144.42,182884.07,767.67,83609.59,61037.83,18646.87,3924.89
Harrisburg/Scranton,Weekly,8/25/2019 0:00,Conventional ,1.09,353907.49,51497.35,211617.52,2170.15,88622.47,59630.83,22753.88,6237.76
Harrisburg/Scranton,Weekly,8/18/2019 0:00,Conventional ,1.19,335140.75,52049.43,179667.93,762.54,102660.85,70872.64,26321.65,5466.56
Harrisburg/Scranton,Weekly,9/8/2019 0:00,Organic,1.27,20598.36,413.27,437.93,0,19747.16,19630.07,117.09,0
Harrisburg/Scranton,Weekly,9/1/2019 0:00,Organic,1.25,19287.36,419.48,438.48,0,18429.4,17447.95,981.45,0
Harrisburg/Scranton,Weekly,8/25/2019 0:00,Organic,1.23,23623.66,148,388.53,0,23087.13,20922.67,2164.46,0
Harrisburg/Scranton,Weekly,8/18/2019 0:00,Organic,1.26,18832.16,114.16,381,0,18337,16344.91,1992.09,0
