Geography,Timeframe,Current Year Week Ending,Type,ASP Current Year,Total Bulk and Bags Units,4046 Units,4225 Units,4770 Units,TotalBagged Units,SmlBagged Units,LrgBagged Units,X-LrgBagged Units
St. Louis,Weekly,10/13/2019 0:00,Conventional ,1.05,201941.9,100014.52,8871.88,420.31,92635.19,86960.01,1445.75,4229.43
St. Louis,Weekly,11/3/2019 0:00,Organic,1.89,7456.36,867.19,1728.07,13.01,4848.09,3206.62,1641.47,0
St. Louis,Weekly,10/27/2019 0:00,Organic,2.11,10106.41,599.31,2465.59,82.91,6958.6,3525.48,3433.12,0
St. Louis,Weekly,10/20/2019 0:00,Organic,2.02,14024.55,819.23,3607.83,100.58,9496.91,4112.91,5384,0
St. Louis,Weekly,10/13/2019 0:00,Organic,2.07,7569.5,353.17,1866.96,0,5349.37,3014.44,2334.93,0
St. Louis,Weekly,12/1/2019 0:00,Conventional ,1.17,142816,58484,10054,488,73790,66459,1102,6229
St. Louis,Weekly,11/24/2019 0:00,Conventional ,1.19,139342,55999,11281,449,71614,62669,1834,7110
St. Louis,Weekly,11/17/2019 0:00,Conventional ,1.19,141779,57898,8029,487,75365,67459,2835,5071
St. Louis,Weekly,11/10/2019 0:00,Conventional ,1.02,185204,78194,7288,355,99366,94271,587,4508
St. Louis,Weekly,12/1/2019 0:00,Organic,2.08,5376,559,1517,0,3300,1511,1788,0
St. Louis,Weekly,11/24/2019 0:00,Organic,2.05,6784,525,2024,0,4235,2055,2179,0
St. Louis,Weekly,11/17/2019 0:00,Organic,2,7381,767,2002,0,4612,2240,2372,0
St. Louis,Weekly,11/10/2019 0:00,Organic,1.78,7158,696,1593,3,4867,3225,1641,0
St. Louis,Weekly,12/29/2019 0:00,Conventional ,0.96,187490.55,90126.67,6869.21,336.09,90158.58,82916.97,1968.28,5273.33
St. Louis,Weekly,12/22/2019 0:00,Conventional ,1.18,150345.93,60424.44,8891.88,349.87,80679.74,67009.55,7769.08,5901.11
St. Louis,Weekly,12/15/2019 0:00,Conventional ,1.12,144809.76,67254.66,8073.26,440.02,69041.82,56885.02,6182.58,5974.22
St. Louis,Weekly,12/8/2019 0:00,Conventional ,1.07,162222.32,73360.49,10330.56,671.35,77859.92,67425.87,3213.49,7220.56
St. Louis,Weekly,12/29/2019 0:00,Organic,2.08,6668.43,819.88,1920.62,0,3927.93,1590.6,2337.33,0
St. Louis,Weekly,12/22/2019 0:00,Organic,1.99,6829.7,1024.93,1761.91,0,4042.86,2150.13,1892.73,0
St. Louis,Weekly,12/15/2019 0:00,Organic,2.02,6619.83,880.7,1722.67,0,4016.46,2199.02,1817.44,0
St. Louis,Weekly,12/8/2019 0:00,Organic,1.95,5943.47,564.33,1529.04,0,3850.1,2224.62,1625.48,0
St. Louis,Weekly,1/26/2020 0:00,Conventional ,1.15,214579.42,94993.52,10971.76,262.39,108351.75,92014.6,8526.64,7810.51
St. Louis,Weekly,1/19/2020 0:00,Conventional ,1.17,191237.93,83907.77,10628.57,830.55,95871.04,83427.42,6680.39,5763.23
St. Louis,Weekly,1/12/2020 0:00,Conventional ,1.13,198308.63,99654.91,9757.81,631.77,88264.14,72845.39,6835.6,8583.15
St. Louis,Weekly,1/5/2020 0:00,Conventional ,1.01,223047.22,116196.2,9039.14,608.48,97203.4,88890.39,1919.68,6393.33
St. Louis,Weekly,1/26/2020 0:00,Organic,2.09,9071.57,2851.65,1776.6,0,4443.32,2220,2223.32,0
St. Louis,Weekly,1/19/2020 0:00,Organic,1.3,25244.97,19209.95,1943.75,0,4091.27,1726.17,2365.1,0
St. Louis,Weekly,1/12/2020 0:00,Organic,1.95,8091.67,1095.71,2084.13,0,4911.83,2833.33,2078.5,0
St. Louis,Weekly,1/5/2020 0:00,Organic,2.07,7833.62,1229.32,2310.66,0,4293.64,2039.26,2254.38,0
Syracuse,Weekly,1/7/2019 0:00,Conventional,1.11,94650.92,4195.53,56417.83,86,33951.56,16291.65,17659.91,0
Syracuse,Weekly,1/7/2019 0:00,Organic,1.15,7747.16,84.23,267.59,0,7395.34,4104.17,3291.17,0
Syracuse,Weekly,1/13/2019 0:00,Conventional,1.12,90712.8,4759.84,52252.82,126,33574.14,15047.91,18526.23,0
Syracuse,Weekly,1/13/2019 0:00,Organic,1.1,10774.27,187.31,172.88,0,10414.08,8019.53,2394.55,0
Syracuse,Weekly,1/20/2019 0:00,Conventional,1.14,118531.23,6530.33,64317.65,133,47550.25,34955.23,12588.35,6.67
Syracuse,Weekly,1/20/2019 0:00,Organic,1.2,8509.88,283.83,204,0,8022.05,5362.99,2659.06,0
Syracuse,Weekly,1/27/2019 0:00,Conventional,1.16,79040.74,4123.68,38139.36,161.36,36616.34,8452.89,28156.78,6.67
Syracuse,Weekly,1/27/2019 0:00,Organic,1.19,5536.68,110.57,228.75,0,5197.36,3920.46,1276.9,0
Syracuse,Weekly,2/3/2019 0:00,Conventional,1.06,123129.18,4898.86,76147.55,94,41988.77,16042.41,25943.03,3.33
Syracuse,Weekly,2/3/2019 0:00,Organic,1.1,7867.92,66.81,156.83,0,7644.28,4922.81,2721.47,0
Syracuse,Weekly,2/10/2019 0:00,Conventional,1.1,88469.82,5458.83,49534.06,165,33311.93,12686.31,20622.29,3.33
Syracuse,Weekly,2/10/2019 0:00,Organic,1.06,7663.01,55.1,215.91,0,7392,5594.26,1797.74,0
Syracuse,Weekly,2/17/2019 0:00,Conventional,1.19,79293.65,4503.07,46696.75,79,28014.83,11220.87,16790.63,3.33
Syracuse,Weekly,2/17/2019 0:00,Organic,1.13,5979.66,159.12,247.04,0,5573.5,5221.91,351.59,0
Syracuse,Weekly,2/24/2019 0:00,Conventional,1.11,92370.76,4271.95,55146.98,139,32812.83,22897,9915.83,0
Syracuse,Weekly,2/24/2019 0:00,Organic,1.15,7288.3,153.81,216.68,0,6917.81,3645.97,3271.84,0
Syracuse,Weekly,3/3/2019 0:00,Conventional,1.2,85815.28,4326.89,47861.84,153.8,33472.75,23436.85,10035.9,0
Syracuse,Weekly,3/3/2019 0:00,Organic,1.14,7624.23,161.05,177.86,0,7285.32,5085.02,2200.3,0
Syracuse,Weekly,3/10/2019 0:00,Conventional,1.06,105587.75,4485.45,67889.87,184.79,33027.64,14613.02,17794.62,620
Syracuse,Weekly,3/10/2019 0:00,Organic,1.16,7768.83,97.18,193.62,0,7478.03,4031.28,3446.75,0
Syracuse,Weekly,3/17/2019 0:00,Conventional,1.18,85396.87,4554.39,48233.11,106.18,32503.19,14153.9,17283.74,1065.55
Syracuse,Weekly,3/17/2019 0:00,Organic,1.15,7285.61,114.99,167.29,0,7003.33,5335.11,1668.22,0
Syracuse,Weekly,3/24/2019 0:00,Conventional,1.21,111779.72,4815.82,68090.04,132,38741.86,18802.16,19910.81,28.89
Syracuse,Weekly,3/24/2019 0:00,Organic,1.25,6314.12,114.88,182.95,0,6016.29,3558.13,2458.16,0
Syracuse,Weekly,3/31/2019 0:00,Conventional ,1.14,93538.93,4160.13,48216.53,165.96,40996.31,17830.37,23155.94,10
Syracuse,Weekly,3/31/2019 0:00,Organic,1.22,5105.34,133.73,184.94,0,4786.67,2131.05,2655.62,0
Syracuse,Weekly,4/7/2019 0:00,Conventional ,1.18,107227.55,3988.41,65162.51,126.28,37950.35,13835.62,24108.06,6.67
Syracuse,Weekly,4/7/2019 0:00,Organic,1.24,6019.23,95.2,218.44,0,5705.59,2066.51,3639.08,0
Syracuse,Weekly,4/14/2019 0:00,Conventional ,1.34,80172.75,3723.43,44965.38,142.01,31341.93,14876,16465.93,0
Syracuse,Weekly,4/14/2019 0:00,Organic,1.63,4366.14,127.63,306.89,0,3931.62,1905.8,2025.82,0
Syracuse,Weekly,4/21/2019 0:00,Conventional ,1.49,81159.53,3285.18,45907.12,124,31843.23,21924.5,9918.73,0
Syracuse,Weekly,4/21/2019 0:00,Organic,1.9,3362.99,208.62,254.39,0,2899.98,2482.24,417.74,0
Syracuse,Weekly,4/28/2019 0:00,Conventional ,1.52,70747.27,3649.73,44083.94,101,22912.6,12317.18,10592.09,3.33
Syracuse,Weekly,4/28/2019 0:00,Organic,1.51,8024.37,150.38,212.3,0,7661.69,7002.01,659.68,0
Syracuse,Weekly,5/5/2019 0:00,Conventional ,1.39,95583.48,4531.84,61454.19,227,29370.45,23145.17,5911.95,313.33
Syracuse,Weekly,5/5/2019 0:00,Organic,1.6,4688.1,170.25,236.93,0,4280.92,2156.35,2124.57,0
Syracuse,Weekly,5/12/2019 0:00,Conventional ,1.36,94768.95,3718.79,56287.35,124.86,34273.51,15222.18,19041.33,10
Syracuse,Weekly,5/12/2019 0:00,Organic,1.49,6335.86,105.61,345.24,0,5885.01,2945.54,2939.47,0
Syracuse,Weekly,5/19/2019 0:00,Conventional ,1.21,95386.78,3088.15,62251.55,112,29935.08,18944.93,10979.04,11.11
Syracuse,Weekly,5/19/2019 0:00,Organic,1.53,3691.64,114.6,297.1,0,3279.94,1375.23,1904.71,0
Syracuse,Weekly,5/26/2019 0:00,Conventional ,1.37,94898.23,3685.53,57844.71,127,33240.99,17955.37,14318.95,966.67
Syracuse,Weekly,5/26/2019 0:00,Organic,1.52,4430.95,93.46,280.39,0,4057.1,1457.79,2599.31,0
Syracuse,Weekly,6/2/2019 0:00,Conventional ,1.37,82860.01,2530.77,49463.76,128,30737.48,22480.84,5023.31,3233.33
Syracuse,Weekly,6/2/2019 0:00,Organic,1.65,1873.25,85.5,225.66,0,1562.09,1555.86,6.23,0
Syracuse,Weekly,6/9/2019 0:00,Conventional ,1.43,98171.69,3965.39,61419.53,97,32689.77,25903.29,5996.48,790
Syracuse,Weekly,6/9/2019 0:00,Organic,1.77,3317.22,117.84,221.65,0,2977.73,1125.55,1852.18,0
Syracuse,Weekly,6/16/2019 0:00,Conventional ,1.32,90822.04,2767.46,57159.02,105.79,30789.77,24779.38,5617.06,393.33
Syracuse,Weekly,6/16/2019 0:00,Organic,1.56,4846.43,138.32,197,0,4511.11,2628.87,1882.24,0
Syracuse,Weekly,7/14/2019 0:00,Conventional ,1.44,76053.18,1680.89,43232.15,129.36,31010.78,24535.48,5565.3,910
Syracuse,Weekly,7/7/2019 0:00,Conventional ,1.46,88024.7,1787.09,50546.61,126.74,35564.26,23938.12,9682.81,1943.33
Syracuse,Weekly,6/30/2019 0:00,Conventional ,1.37,84298.03,1680.41,46182.47,85.38,36349.77,26943.26,7785.4,1621.11
Syracuse,Weekly,6/23/2019 0:00,Conventional ,1.25,89128.96,2227.62,55307.17,100.14,31494.03,24004.97,5474.66,2014.4
Syracuse,Weekly,7/14/2019 0:00,Organic,1.66,4007.93,218.47,252.29,0,3537.17,1460.65,2076.52,0
Syracuse,Weekly,7/7/2019 0:00,Organic,1.61,3918.53,233.67,282.6,0,3402.26,1365.84,2036.42,0
Syracuse,Weekly,6/30/2019 0:00,Organic,1.48,5216.39,79.99,231.68,0,4904.72,1539.77,3364.95,0
Syracuse,Weekly,6/23/2019 0:00,Organic,1.5,4130.51,133.98,114.64,0,3881.89,1545.9,2335.99,0
Syracuse,Weekly,7/21/2019 0:00,Conventional ,1.44,74741.28,1758.43,43910.52,137,28935.33,22405.54,5219.79,1310
Syracuse,Weekly,7/21/2019 0:00,Organic,1.6,3944.54,264.83,203.86,0,3475.85,1101.9,2373.95,0
Syracuse,Weekly,7/28/2019 0:00,Conventional ,1.48,72778.7,2506.57,40117.37,83,30071.76,23160.86,5440.9,1470
Syracuse,Weekly,7/28/2019 0:00,Organic,1.62,3719.36,154.12,230.65,0,3334.59,1288.84,2045.75,0
Syracuse,Weekly,8/4/2019 0:00,Conventional ,1.46,73684.36,3040.84,38951.52,127.26,31564.74,25361.51,4759.9,1443.33
Syracuse,Weekly,8/4/2019 0:00,Organic,1.73,4046.73,164.44,264.78,0,3617.51,2003.08,1614.43,0
Syracuse,Weekly,8/11/2019 0:00,Conventional ,1.4,74850.9,2431.54,39820.13,75.63,32523.6,26301.53,4808.74,1413.33
Syracuse,Weekly,8/11/2019 0:00,Organic,1.69,3707.16,88.79,242.53,0,3375.84,1178.82,2197.02,0
Syracuse,Weekly,9/8/2019 0:00,Conventional ,1.39,74405.38,3840.01,41230,69,29266.37,23219.55,4603.49,1443.33
Syracuse,Weekly,9/1/2019 0:00,Conventional ,1.34,73572.84,4074.19,38466.24,73,30959.41,24037.69,6008.39,913.33
Syracuse,Weekly,8/25/2019 0:00,Conventional ,1.31,78612.22,3904.45,41274.72,86,33347.05,27845.61,4691.44,810
Syracuse,Weekly,8/18/2019 0:00,Conventional ,1.38,77468.45,3975.52,41946.53,100.97,31445.43,25802.44,4272.99,1370
Syracuse,Weekly,9/8/2019 0:00,Organic,1.66,3413.72,92.28,118.64,0,3202.8,1913.86,1288.94,0
Syracuse,Weekly,9/1/2019 0:00,Organic,1.69,2589.6,150.12,87.43,0,2352.05,694.31,1657.74,0
Syracuse,Weekly,8/25/2019 0:00,Organic,1.72,3364.6,117.29,137.79,0,3109.52,786.45,2323.07,0
Syracuse,Weekly,8/18/2019 0:00,Organic,1.71,3652.06,165.24,169.21,0,3317.61,1174.6,2143.01,0
Syracuse,Weekly,10/6/2019 0:00,Conventional ,1.32,74138.33,2654.08,42897.14,28,28559.11,15350.82,12712.57,495.72
Syracuse,Weekly,9/29/2019 0:00,Conventional ,1.38,87540.49,2855.24,56158.79,33.33,28493.13,15589.49,12122.33,781.31
Syracuse,Weekly,9/22/2019 0:00,Conventional ,1.33,71835.95,3328.71,38415.2,26,30066.04,18940.81,10364.58,760.65
Syracuse,Weekly,9/15/2019 0:00,Conventional ,1.27,77007.51,3566.94,45691.31,28.97,27720.29,19369.48,7887.88,462.93
Syracuse,Weekly,10/6/2019 0:00,Organic,1.25,4833.6,92.99,55.8,0,4684.81,3359.27,1325.54,0
Syracuse,Weekly,9/29/2019 0:00,Organic,1.55,3515.92,111.34,71.58,0,3333,1425.73,1907.27,0
Syracuse,Weekly,9/22/2019 0:00,Organic,1.41,3618.24,59.73,120.78,0,3437.73,2210.73,1227,0
Syracuse,Weekly,9/15/2019 0:00,Organic,1.42,4409.75,84.66,105.82,0,4219.27,2919.25,1300.02,0
Syracuse,Weekly,11/3/2019 0:00,Conventional ,1.22,63179.53,1835.18,34910.12,29,26405.23,5741.14,20320.09,344
Syracuse,Weekly,10/27/2019 0:00,Conventional ,1.37,70390.13,2316.71,45204.85,32,22836.57,4703.47,17627.03,506.07
Syracuse,Weekly,10/20/2019 0:00,Conventional ,1.32,66199.86,2848.5,43424.52,23,19903.84,9062.52,10349.83,491.49
Syracuse,Weekly,10/13/2019 0:00,Conventional ,1.32,65964.5,3525.6,37046.85,26,25366.05,11677.54,13182.13,506.38
Syracuse,Weekly,11/3/2019 0:00,Organic,1.37,3904.92,246.51,119.62,0,3538.79,1510.75,2028.04,0
Syracuse,Weekly,10/27/2019 0:00,Organic,1.42,3035.78,54.9,76.33,0,2904.55,1391.35,1513.2,0
Syracuse,Weekly,10/20/2019 0:00,Organic,1.38,2915.9,77.59,97.65,0,2740.66,1878.59,862.07,0
Syracuse,Weekly,10/13/2019 0:00,Organic,1.42,4282.82,163.21,129.78,0,3989.83,2110.83,1879,0
Syracuse,Weekly,12/1/2019 0:00,Conventional ,1.17,60154,2168,33606,15,24366,5091,18293,982
Syracuse,Weekly,11/24/2019 0:00,Conventional ,1.17,63564,2379,36219,60,24906,9396,14891,619
Syracuse,Weekly,11/17/2019 0:00,Conventional ,1.13,81580,2762,54697,22,24099,11334,12588,177
Syracuse,Weekly,11/10/2019 0:00,Conventional ,1.23,67223,2627,38285,37,26273,15471,10501,300
Syracuse,Weekly,12/1/2019 0:00,Organic,1.34,2815,145,104,0,2565,850,1716,0
